gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Avg_Monthly_Charge,Tenure_Group
Male,0,No,Yes,49,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.1,2160.33,0,44.088367346938774,4-5 Yrs
Female,0,Yes,No,10,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,38.07,424.39,0,42.439,0-1 Yr
Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),19.62,479.85,0,17.772222222222222,2-4 Yrs
Male,1,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,72.76,5059.86,0,73.33130434782608,5+ Yrs
Male,0,No,No,40,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,75.23,2990.3,0,74.75750000000001,2-4 Yrs
Female,0,No,No,15,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),57.16,838.55,1,55.90333333333333,1-2 Yrs
Female,0,Yes,Yes,67,No,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,45.41,3015.28,0,45.004179104477615,5+ Yrs
Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.51,3953.67,0,84.12063829787235,2-4 Yrs
Female,0,No,No,55,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),31.74,1717.05,1,31.21909090909091,4-5 Yrs
Male,0,No,No,63,No,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,70.9,4507.29,0,71.54428571428572,5+ Yrs
Female,1,No,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.34,5627.62,1,97.02793103448276,4-5 Yrs
Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.76,2080.58,0,34.10786885245901,5+ Yrs
Male,0,No,No,10,Yes,No,No,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),94.83,912.59,0,91.259,0-1 Yr
Male,0,No,Yes,17,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),95.6,1661.4,1,97.72941176470589,1-2 Yrs
Female,1,Yes,No,18,Yes,Yes,No,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),24.11,423.87,1,23.548333333333332,1-2 Yrs
Female,0,No,No,54,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,19.92,1042.61,1,19.30759259259259,4-5 Yrs
Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,117.34,2934.57,0,117.3828,2-4 Yrs
Female,0,No,No,5,Yes,No,No,Yes,No,No,Yes,No,No,Two year,No,Electronic check,37.73,180.32,0,36.064,0-1 Yr
Male,0,No,Yes,3,No,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,101.86,277.5,1,92.5,0-1 Yr
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),75.31,2130.76,1,76.09857142857143,2-4 Yrs
Female,1,Yes,No,58,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,44.98,2621.97,0,45.20637931034482,4-5 Yrs
Female,0,Yes,Yes,16,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,31.26,460.13,1,28.758125,1-2 Yrs
Male,0,Yes,Yes,42,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,68.66,2926.26,0,69.67285714285715,2-4 Yrs
Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.55,3876.6,0,59.64,5+ Yrs
Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),89.29,2921.59,0,88.5330303030303,2-4 Yrs
Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,110.23,742.24,0,106.03428571428572,0-1 Yr
Male,0,Yes,Yes,12,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,100.14,1165.27,0,97.10583333333334,1-2 Yrs
Female,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.99,314.39,0,44.91285714285714,0-1 Yr
Male,0,No,Yes,64,No,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),107.65,6853.15,0,107.08046875,5+ Yrs
Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.01,4318.0,0,102.80952380952381,2-4 Yrs
Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),112.77,4250.14,1,111.84578947368422,2-4 Yrs
Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),64.78,3772.92,1,65.0503448275862,4-5 Yrs
Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,96.39,4173.29,1,97.05325581395348,2-4 Yrs
Female,0,Yes,Yes,8,Yes,No,No,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,78.35,631.75,0,78.96875,0-1 Yr
Female,0,No,Yes,36,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.67,1806.13,0,50.170277777777784,2-4 Yrs
Male,1,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,119.43,4223.89,0,120.68257142857144,2-4 Yrs
Male,1,Yes,No,27,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),21.91,605.41,0,22.42259259259259,2-4 Yrs
Female,0,No,No,41,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),34.55,1402.97,0,34.21878048780488,2-4 Yrs
Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,109.04,4574.63,1,108.91976190476191,2-4 Yrs
Female,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),24.18,1027.43,0,25.05926829268293,2-4 Yrs
Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,108.46,7012.97,1,107.89184615384616,5+ Yrs
Male,0,No,Yes,54,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,90.95,4893.87,1,90.62722222222222,4-5 Yrs
Female,0,Yes,Yes,71,No,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,21.74,1551.27,0,21.84887323943662,5+ Yrs
Female,0,No,Yes,47,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),61.79,2921.77,0,62.16531914893617,2-4 Yrs
Male,0,No,No,21,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,94.96,2020.51,0,96.2147619047619,1-2 Yrs
Female,0,No,Yes,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.48,1996.3,0,76.78076923076922,2-4 Yrs
Male,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,113.46,7452.95,0,112.92348484848485,5+ Yrs
Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,106.5,1323.48,0,110.29,1-2 Yrs
Female,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.93,2242.56,0,50.96727272727273,2-4 Yrs
Female,0,Yes,Yes,9,Yes,No,No,No,Yes,No,No,No,No,Two year,Yes,Electronic check,26.63,199.25,0,22.13888888888889,0-1 Yr
Male,0,Yes,No,8,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.31,913.97,0,114.24625,0-1 Yr
Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),70.76,3782.21,0,71.36245283018869,4-5 Yrs
Female,0,No,Yes,26,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,25.59,692.79,0,26.64576923076923,2-4 Yrs
Male,0,Yes,Yes,33,Yes,No,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,101.29,3386.34,0,102.61636363636364,2-4 Yrs
Male,0,Yes,Yes,0,Yes,Yes,No,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),106.59,0.0,0,106.59,0-1 Yr
Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,83.22,2567.39,0,82.81903225806451,2-4 Yrs
Male,0,No,No,70,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),63.65,4433.71,0,63.33871428571429,5+ Yrs
Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,85.54,5681.73,0,86.08681818181817,5+ Yrs
Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),90.08,1710.36,1,90.01894736842105,1-2 Yrs
Female,0,No,No,34,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.09,3661.74,0,107.69823529411764,2-4 Yrs
Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),115.5,1868.8,1,116.8,1-2 Yrs
Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,70.46,1186.69,0,69.80529411764707,1-2 Yrs
Female,0,Yes,Yes,44,Yes,No,No,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,99.45,4378.91,0,99.52068181818181,2-4 Yrs
Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,116.38,6091.14,0,117.1373076923077,4-5 Yrs
Female,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,33.43,2215.48,0,33.06686567164179,5+ Yrs
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.86,1245.07,0,19.45421875,5+ Yrs
Male,0,No,Yes,0,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),106.63,0.0,1,106.63,0-1 Yr
Female,0,No,No,57,No,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,37.92,2145.25,1,37.6359649122807,4-5 Yrs
Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),22.33,518.99,0,20.7596,2-4 Yrs
Male,0,No,No,19,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),34.33,671.99,0,35.3678947368421,1-2 Yrs
Male,0,No,Yes,9,Yes,No,No,No,No,No,No,Yes,Yes,Two year,No,Electronic check,57.18,485.36,1,53.92888888888889,0-1 Yr
Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),40.37,2384.07,1,41.10465517241379,4-5 Yrs
Female,1,Yes,Yes,40,Yes,No,No,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,49.14,1937.17,1,48.42925,2-4 Yrs
Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,117.48,445.48,0,111.37,0-1 Yr
Female,0,No,No,64,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),89.85,5730.1,1,89.5328125,5+ Yrs
Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.64,1477.09,1,92.318125,1-2 Yrs
Female,0,Yes,No,21,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),27.66,573.62,0,27.315238095238094,1-2 Yrs
Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),92.67,3738.73,0,93.46825,2-4 Yrs
Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.41,6286.96,0,93.83522388059701,5+ Yrs
Female,0,No,Yes,68,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),85.29,5842.67,0,85.92161764705882,5+ Yrs
Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.3,438.66,0,43.866,0-1 Yr
Male,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),61.15,3318.44,0,60.33527272727273,4-5 Yrs
Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.32,5249.73,0,104.99459999999999,4-5 Yrs
Male,0,No,Yes,20,Yes,No,No,No,Yes,Yes,No,No,No,Two year,No,Electronic check,86.36,1771.01,1,88.5505,1-2 Yrs
Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),92.74,2367.87,0,94.7148,2-4 Yrs
Female,0,No,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,77.91,1364.91,0,75.82833333333333,1-2 Yrs
Female,0,Yes,Yes,59,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),63.86,3779.07,1,64.05203389830508,4-5 Yrs
Female,1,Yes,No,70,Yes,No,No,No,Yes,Yes,No,No,No,One year,No,Electronic check,95.42,6649.35,0,94.99071428571429,5+ Yrs
Female,0,Yes,Yes,46,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),24.93,1123.03,0,24.413695652173914,2-4 Yrs
Female,1,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.66,6090.76,0,87.01085714285715,5+ Yrs
Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,119.71,3040.52,0,121.6208,2-4 Yrs
Female,0,Yes,No,39,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),97.58,3815.11,1,97.82333333333334,2-4 Yrs
Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),47.64,225.62,0,56.405,0-1 Yr
Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.34,877.69,0,43.8845,1-2 Yrs
Female,0,Yes,No,3,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),86.06,211.84,0,70.61333333333333,0-1 Yr
Male,0,No,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,109.38,2416.03,0,109.81954545454546,1-2 Yrs
Female,0,No,Yes,14,Yes,No,No,Yes,No,No,No,No,No,One year,No,Electronic check,76.95,1066.2,1,76.15714285714286,1-2 Yrs
Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),71.8,541.58,0,77.36857142857143,0-1 Yr
Female,0,No,No,40,No,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.36,1354.6,0,33.864999999999995,2-4 Yrs
Male,1,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),90.98,1630.85,1,90.60277777777777,1-2 Yrs
Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,89.63,4036.14,0,89.692,2-4 Yrs
Female,0,No,No,27,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,116.63,3126.31,0,115.78925925925925,2-4 Yrs
Female,0,Yes,Yes,67,Yes,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,48.62,3298.39,0,49.22970149253731,5+ Yrs
Female,0,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.16,1328.69,1,94.90642857142858,1-2 Yrs
Female,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.27,2234.14,0,62.05944444444444,2-4 Yrs
Male,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.96,0.0,0,74.96,0-1 Yr
Male,0,Yes,No,66,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.28,6665.68,0,100.99515151515152,5+ Yrs
Male,0,Yes,No,23,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),40.64,966.47,1,42.020434782608696,1-2 Yrs
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),52.97,1339.45,0,51.517307692307696,2-4 Yrs
Male,0,Yes,Yes,39,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,96.88,3746.6,0,96.06666666666666,2-4 Yrs
Female,0,No,No,62,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),76.19,4768.86,1,76.91709677419354,5+ Yrs
Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,27.43,1680.04,0,28.000666666666667,5+ Yrs
Male,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,61.88,2154.59,0,61.55971428571429,2-4 Yrs
Male,0,Yes,No,23,No,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.84,1804.17,1,78.44217391304348,1-2 Yrs
Female,1,Yes,Yes,23,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),110.77,2592.01,0,112.69608695652175,1-2 Yrs
Male,1,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),37.23,82.88,0,27.626666666666665,0-1 Yr
Female,0,No,Yes,66,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,100.21,6569.76,0,99.54181818181819,5+ Yrs
Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),31.32,1037.31,0,31.433636363636364,2-4 Yrs
Female,0,Yes,No,56,Yes,No,No,Yes,No,No,No,No,No,One year,No,Credit card (automatic),42.71,2356.02,1,42.07178571428572,4-5 Yrs
Female,0,No,Yes,48,Yes,No,No,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),42.82,2024.09,0,42.16854166666666,4-5 Yrs
Female,1,No,No,52,Yes,No,No,No,Yes,No,No,No,No,Two year,No,Mailed check,107.5,5629.15,0,108.2528846153846,4-5 Yrs
Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),38.3,793.34,1,36.06090909090909,1-2 Yrs
Male,0,No,Yes,68,Yes,No,No,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,98.27,6714.04,0,98.73588235294118,5+ Yrs
Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.1,3386.9,1,65.13269230769231,4-5 Yrs
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.91,7320.44,0,120.0072131147541,5+ Yrs
Male,0,Yes,Yes,40,Yes,Yes,No,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.59,4160.78,0,104.0195,2-4 Yrs
Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.45,5226.34,0,93.3275,4-5 Yrs
Female,0,No,No,59,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.81,6263.35,1,106.15847457627119,4-5 Yrs
Male,0,Yes,Yes,53,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.67,4341.79,0,81.92056603773585,4-5 Yrs
Female,0,No,No,69,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,7204.89,0,104.41869565217392,5+ Yrs
Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),44.63,2471.38,0,44.13178571428572,4-5 Yrs
Female,0,No,No,9,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),27.97,204.54,0,22.726666666666667,0-1 Yr
Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,80.83,3200.33,1,82.05974358974359,2-4 Yrs
Female,0,Yes,No,6,No,No,No,No,No,No,No,No,No,Two year,No,Mailed check,62.34,422.08,0,70.34666666666666,0-1 Yr
Male,0,No,No,37,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,61.5,2263.31,0,61.170540540540536,2-4 Yrs
Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),71.73,4256.35,0,70.93916666666668,5+ Yrs
Female,0,Yes,Yes,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),54.86,132.45,0,66.225,0-1 Yr
Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),81.86,4126.1,0,82.522,4-5 Yrs
Female,1,Yes,No,46,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,21.12,934.02,1,20.304782608695653,2-4 Yrs
Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,116.93,7797.86,0,116.38597014925372,5+ Yrs
Female,0,No,No,37,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.32,4188.06,0,113.19081081081082,2-4 Yrs
Male,0,Yes,Yes,35,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.4,4011.19,0,114.60542857142858,2-4 Yrs
Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,55.23,2238.28,0,55.95700000000001,2-4 Yrs
Male,0,Yes,Yes,68,Yes,No,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),72.25,4883.07,0,71.80985294117647,5+ Yrs
Female,0,Yes,No,12,No,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,115.32,1374.99,1,114.5825,1-2 Yrs
Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),110.04,6282.36,0,110.21684210526315,4-5 Yrs
Female,0,No,No,49,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,98.6,4797.43,0,97.90673469387755,4-5 Yrs
Female,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),59.55,1698.01,0,58.55206896551724,2-4 Yrs
Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),75.56,4587.45,0,75.20409836065573,5+ Yrs
Male,0,Yes,No,24,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,98.88,2374.07,1,98.91958333333334,2-4 Yrs
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),45.85,1193.18,0,45.89153846153847,2-4 Yrs
Male,0,No,Yes,50,Yes,No,No,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),81.9,4126.43,0,82.52860000000001,4-5 Yrs
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),102.45,5762.5,0,102.90178571428571,4-5 Yrs
Male,0,No,No,46,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.16,4188.73,0,91.05934782608695,2-4 Yrs
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,66.91,2575.87,0,67.78605263157894,2-4 Yrs
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),77.63,1139.84,1,75.98933333333333,1-2 Yrs
Male,0,No,Yes,21,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),118.84,2478.77,0,118.03666666666666,1-2 Yrs
Female,0,Yes,Yes,53,Yes,Yes,No,Yes,Yes,No,No,No,No,One year,No,Electronic check,79.4,4208.24,0,79.40075471698113,4-5 Yrs
Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.13,1914.03,0,95.7015,1-2 Yrs
Male,0,No,Yes,71,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),92.11,6580.2,0,92.67887323943661,5+ Yrs
Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.55,1297.68,0,86.512,1-2 Yrs
Male,0,Yes,No,58,Yes,No,No,Yes,No,Yes,No,No,No,Two year,No,Electronic check,91.07,5264.3,0,90.76379310344828,4-5 Yrs
Male,0,Yes,Yes,30,Yes,No,No,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),64.35,1937.42,1,64.58066666666667,2-4 Yrs
Male,1,No,Yes,41,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.36,2722.54,0,66.40341463414634,2-4 Yrs
Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,65.72,2052.77,1,66.2183870967742,2-4 Yrs
Male,1,No,Yes,58,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),21.39,1243.37,0,21.437413793103445,4-5 Yrs
Female,0,No,Yes,33,No,Yes,No,No,No,Yes,No,No,No,Two year,No,Mailed check,42.59,1378.37,0,41.768787878787876,2-4 Yrs
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,33.77,240.27,0,30.03375,0-1 Yr
